
30,2002,5,2002-10-06,25-185,NYJ,,KAN,L 25-29,0,0,,0,0,0,0,,0,6,110,18.33,0,0,0,,0,0,0
31,2002,6,2002-10-20,25-199,NYJ,,MIN,W 20-7,,,,,0,,,,,,,,,,,,,,
32,2002,7,2002-10-27,25-206,NYJ,,CLE,L 21-24,0,0,,0,0,0,0,,0,4,66,16.50,0,0,0,,0,0,0
33,2002,8,2002-11-03,25-213,NYJ,@,SDG,W 44-13,0,0,,0,0,0,0,,0,2,38,19.00,0,0,0,,0,0,0
34,2002,9,2002-11-10,25-220,NYJ,,MIA,W 13-10,0,0,,0,0,0,0,,0,3,44,14.67,0,0,0,,0,0,0
35,2002,10,2002-11-17,25-227,NYJ,@,DET,W 31-14,0,0,,0,0,0,0,,0,2,59,29.50,0,0,0,,0,0,0
36,2002,11,2002-11-24,25-234,NYJ,,BUF,W 31-13,0,0,,0,0,0,0,,0,3,106,35.33,0,0,0,,0,0,0
37,2002,12,2002-12-02,25-242,NYJ,@,OAK,L 20-26,0,0,,0,0,0,0,,0,7,183,26.14,0,1,0,0.00,0,0,0
38,2002,13,2002-12-08,25-248,NYJ,,DEN,W 19-13,0,0,,0,0,0,0,,0,3,69,23.00,0,0,0,,0,0,0
39,2002,14,2002-12-15,25-255,NYJ,@,CHI,L 13-20,1,2,2.00,0,2,2,13,6.50,0,3,76,25.33,0,0,0,,0,0,0
40,2002,15,2002-12-22,25-262,NYJ,@,NWE,W 30-17,0,0,,0,0,0,0,,0,4,98,24.50,0,0,0,,0,0,0
41,2002,16,2002-12-29,25-269,NYJ,,GNB,W 42-17,1,6,6.00,0,0,0,0,,0,2,55,27.50,0,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
42,2003,1,2003-09-04,26-153,WAS,,NYJ,W 16-13,3,6,2.00,0,1,1,5,5.00,0,4,89,22.25,0,1,10,10.00,0,0,0
43,2003,2,2003-09-14,26-163,WAS,@,ATL,W 33-31,1,0,0.00,0,0,0,0,,0,4,73,18.25,0,1,5,5.00,0,0,0
44,2003,3,2003-09-21,26-170,WAS,,NYG,L 21-24,0,0,,0,4,1,27,27.00,0,2,47,23.50,0,2,30,15.00,0,0,0
45,2003,4,2003-09-28,26-177,WAS,,NWE,W 20-17,0,0,,0,1,1,30,30.00,0,4,72,18.00,0,1,9,9.00,0,0,0
46,2003,5,2003-10-05,26-184,WAS,@,PHI,L 25-27,1,6,6.00,0,4,2,24,12.00,0,6,154,25.67,0,2,11,5.50,0,0,0
47,2003,6,2003-10-12,26-191,WAS,,TAM,L 13-35,0,0,,0,0,0,0,,0,2,59,29.50,0,1,12,12.00,0,0,0
48,2003,7,2003-10-19,26-198,WAS,@,BUF,L 7-24,8,35,4.38,0,1,1,3,3.00,0,3,53,17.67,0,4,51,12.75,0,0,0
49,2003,8,2003-11-02,26-212,WAS,@,DAL,L 14-21,6,37,6.17,0,2,2,17,8.50,0,0,0,,0,0,0,,0,0,0
50,2003,10,2003-11-16,26-226,WAS,@,CAR,L 17-20,0,0,,0,2,0,0,,0,4,86,21.50,0,2,31,15.50,0,0,0
51,2003,11,2003-11-23,26-233,WAS,@,MIA,L 23-24,8,47,5.88,0,2,2,21,10.50,0,2,62,31.00,0,0,0,,0,0,0
52,2003,12,2003-11-30,26-240,WAS,,NOR,L 20-24,1,1,1.00,0,3,2,16,8.00,0,3,120,40.00,1,1,4,4.00,0,1,6
53,2003,13,2003-12-07,26-247,WAS,@,NYG,W 20-7,13,56,4.31,0,1,0,0,,0,0,0,,0,1,4,4.00,0,0,0
54,2003,14,2003-12-14,26-254,WAS,,DAL,L 0-27,3,11,3.67,0,0,0,0,,0,3,56,18.67,0,1,0,0.00,0,0,0
55,2003,15,2003-12-21,26-261,WAS,@,CHI,L 24-27,2,-2,-1.00,0,2,2,38,19.00,1,3,72,24.00,0,1,20,20.00,0,1,6
56,2003,16,2003-12-27,26-267,WAS,,PHI,L 7-31,2,19,9.50,0,3,2,9,4.50,0,4,86,21.50,0,1,1,1.00,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
57,2004,1,2004-09-12,27-161,WAS,,TAM,W 16-10,0,0,,0,0,0,0,,0,2,48,24.00,0,3,18,6.00,0,0,0
58,2004,2,2004-09-19,27-168,WAS,@,NYG,L 14-20,0,0,,0,0,0,0,,0,5,112,22.40,0,3,26,8.67,0,0,0
59,2004,3,2004-09-27,27-176,WAS,,DAL,L 18-21,0,0,,0,0,0,0,,0,3,70,23.33,0,3,18,6.00,0,0,0
60,2004,5,2004-10-10,27-189,WAS,,BAL,L 10-17,0,0,,0,0,0,0,,0,1,24,24.00,0,2,17,8.50,0,0,0
61,2004,6,2004-10-17,27-196,WAS,@,CHI,W 13-10,0,0,,0,0,0,0,,0,3,58,19.33,0,2,1,0.50,0,0,0
62,2004,7,2004-10-31,27-210,WAS,,GNB,L 14-28,0,0,,0,0,0,0,,0,2,46,23.00,0,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
63,2005,1,2005-09-11,28-160,NYG,,ARI,W 42-19,0,0,,0,0,0,0,,0,0,0,,0,6,88,14.67,1,1,6
64,2005,2,2005-09-19,28-168,NYG,@,NOR,W 27-10,0,0,,0,0,0,0,,0,0,0,,0,1,7,7.00,0,0,0
65,2005,3,2005-09-25,28-174,NYG,@,SDG,L 23-45,0,0,,0,0,0,0,,0,0,0,,0,1,-2,-2.00,0,0,0
66,2005,4,2005-10-02,28-181,NYG,,STL,W 44-24,0,0,,0,0,0,0,,0,0,0,,0,1,11,11.00,0,0,0
67,2005,5,2005-10-16,28-195,NYG,@,DAL,L 13-16,0,0,,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
68,2005,6,2005-10-23,28-202,NYG,,DEN,W 24-23,0,0,,0,0,0,0,,0,0,0,,0,1,0,0.00,0,0,0
69,2005,7,2005-10-30,28-209,NYG,,WAS,W 36-0,0,0,,0,0,0,0,,0,0,0,,0,6,42,7.00,0,0,0
70,2005,8,2005-11-06,28-216,NYG,@,SFO,W 24-6,0,0,,0,0,0,0,,0,0,0,,0,6,35,5.83,0,0,0
71,2005,9,2005-11-13,28-223,NYG,,MIN,L 21-24,0,0,,0,0,0,0,,0,0,0,,0,5,93,18.60,0,0,0
72,2005,10,2005-11-20,28-230,NYG,,PHI,W 27-17,0,0,,0,0,0,0,,0,3,66,22.00,0,1,8,8.00,0,0,0
73,2005,11,2005-11-27,28-237,NYG,@,SEA,L 21-24,0,0,,0,0,0,0,,0,4,101,25.25,0,6,50,8.33,0,0,0
74,2005,12,2005-12-04,28-244,NYG,,DAL,W 17-10,0,0,,0,0,0,0,,0,3,61,20.33,0,2,6,3.00,0,0,0
75,2005,13,2005-12-11,28-251,NYG,@,PHI,W 26-23,0,0,,0,0,0,0,,0,0,0,,0,2,19,9.50,0,0,0
76,2005,14,2005-12-17,28-257,NYG,,KAN,W 27-17,0,0,,0,0,0,0,,0,4,94,23.50,0,1,-4,-4.00,0,0,0
77,2005,15,2005-12-24,28-264,NYG,@,WAS,L 20-35,0,0,,0,0,0,0,,0,6,162,27.00,0,2,2,1.00,0,0,0
78,2005,16,2005-12-31,28-271,NYG,@,OAK,W 30-21,0,0,,0,0,0,0,,0,4,75,18.75,0,6,98,16.33,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
79,2006,1,2006-09-10,29-159,NYG,,IND,L 21-26,1,22,22.00,0,0,0,0,,0,6,112,18.67,0,2,12,6.00,0,0,0
80,2006,2,2006-09-17,29-166,NYG,@,PHI,W 30-24,0,0,,0,0,0,0,,0,4,86,21.50,0,1,0,0.00,0,0,0
81,2006,3,2006-09-24,29-173,NYG,@,SEA,L 30-42,0,0,,0,0,0,0,,0,6,164,27.33,0,1,15,15.00,0,0,0
82,2006,4,2006-10-08,29-187,NYG,,WAS,W 19-3,0,0,,0,0,0,0,,0,2,58,29.00,0,2,17,8.50,0,0,0
83,2006,5,2006-10-15,29-194,NYG,@,ATL,W 27-14,0,0,,0,0,0,0,,0,2,40,20.00,0,1,1,1.00,0,0,0
84,2006,6,2006-10-23,29-202,NYG,@,DAL,W 36-22,0,0,,0,0,0,0,,0,4,66,16.50,0,2,13,6.50,0,0,0
85,2006,7,2006-10-29,29-208,NYG,,TAM,W 17-3,0,0,,0,0,0,0,,0,2,35,17.50,0,4,28,7.00,0,0,0
86,2006,8,2006-11-05,29-215,NYG,,HOU,W 14-10,0,0,,0,0,0,0,,0,3,61,20.33,0,1,0,0.00,0,0,0
87,2006,9,2006-11-12,29-222,NYG,,CHI,L 20-38,0,0,,0,0,0,0,,0,0,0,,0,2,45,22.50,0,0,0
88,2006,10,2006-11-20,29-230,NYG,@,JAX,L 10-26,0,0,,0,0,0,0,,0,0,0,,0,2,16,8.00,0,0,0
89,2006,11,2006-11-26,29-236,NYG,@,TEN,L 21-24,0,0,,0,0,0,0,,0,0,0,,0,2,3,1.50,0,0,0
90,2006,12,2006-12-03,29-243,NYG,,DAL,L 20-23,0,0,,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
91,2006,13,2006-12-10,29-250,NYG,@,CAR,W 27-13,0,0,,0,0,0,0,,0,0,0,,0,4,50,12.50,0,0,0
92,2006,14,2006-12-17,29-257,NYG,,PHI,L 22-36,0,0,,0,0,0,0,,0,0,0,,0,3,60,20.00,0,0,0
93,2006,15,2006-12-24,29-264,NYG,,NOR,L 7-30,0,0,,0,0,0,0,,0,2,48,24.00,0,2,8,4.00,0,0,0
,,,93 Games,,,,,49-44-0,89,382,4.29,0,68,49,422,8.61,1,229,5401,23.59,3,155,1431,9.23,1,5,30
