
39,2007,10,2007-11-18,24-188,SFO,,STL,L 9-13,15,32,2.13,0,7,5,31,6.20,0,,0,0,0.0,0,0
40,2007,11,2007-11-25,24-195,SFO,@,ARI,W 37-31,21,116,5.52,2,12,11,98,8.91,0,,2,12,0.0,0,0
41,2007,12,2007-12-02,24-202,SFO,@,CAR,L 14-31,12,58,4.83,0,5,5,53,10.60,0,,0,0,0.0,0,0
42,2007,13,2007-12-09,24-209,SFO,,MIN,L 7-27,16,68,4.25,0,10,8,49,6.13,0,,0,0,0.0,0,0
43,2007,14,2007-12-15,24-215,SFO,,CIN,W 20-13,29,138,4.76,0,1,1,9,9.00,0,,0,0,0.0,0,0
44,2007,15,2007-12-23,24-223,SFO,,TAM,W 21-19,21,89,4.24,0,6,4,43,10.75,1,,1,6,0.0,0,0
45,2007,16,2007-12-30,24-230,SFO,@,CLE,L 7-20,23,94,4.09,0,3,2,21,10.50,0,,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
46,2008,1,2008-09-07,25-116,SFO,,ARI,L 13-23,14,96,6.86,1,4,4,55,13.75,0,,1,6,0.0,0,0
47,2008,2,2008-09-14,25-123,SFO,@,SEA,W 33-30,19,61,3.21,1,5,5,38,7.60,0,,1,6,0.0,0,0
48,2008,3,2008-09-21,25-130,SFO,,DET,W 31-13,27,130,4.81,1,4,4,32,8.00,0,,1,6,0.0,0,0
49,2008,4,2008-09-28,25-137,SFO,@,NOR,L 17-31,16,82,5.13,0,5,2,31,15.50,0,1,0,2,0.0,1,0
50,2008,5,2008-10-05,25-144,SFO,,NWE,L 21-30,12,54,4.50,0,5,4,24,6.00,1,,1,6,0.0,0,0
51,2008,6,2008-10-12,25-151,SFO,,PHI,L 26-40,19,101,5.32,1,4,3,16,5.33,0,,1,6,0.0,1,0
52,2008,7,2008-10-19,25-158,SFO,@,NYG,L 17-29,11,11,1.00,0,5,3,50,16.67,0,,0,0,0.0,0,0
53,2008,8,2008-10-26,25-165,SFO,,SEA,L 13-34,18,94,5.22,0,13,7,65,9.29,0,,0,0,0.0,0,0
54,2008,9,2008-11-10,25-180,SFO,@,ARI,L 24-29,23,99,4.30,0,6,1,6,6.00,0,,0,0,0.0,0,0
55,2008,10,2008-11-16,25-186,SFO,,STL,W 35-16,18,106,5.89,2,3,2,8,4.00,0,,2,12,0.0,0,0
56,2008,11,2008-11-23,25-193,SFO,@,DAL,L 22-35,14,26,1.86,0,3,1,6,6.00,0,,0,0,0.0,0,0
57,2008,12,2008-11-30,25-200,SFO,@,BUF,W 10-3,24,66,2.75,0,4,3,23,7.67,0,,0,0,0.0,0,0
58,2008,13,2008-12-07,25-207,SFO,,NYJ,W 24-14,14,52,3.71,0,4,3,13,4.33,1,,1,6,0.0,0,0
59,2008,16,2008-12-28,25-228,SFO,,WAS,W 27-24,11,58,5.27,0,1,1,6,6.00,0,,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
60,2009,1,2009-09-13,26-122,SFO,@,ARI,W 20-16,22,30,1.36,1,5,3,18,6.00,1,,2,12,0.0,0,0
61,2009,2,2009-09-20,26-129,SFO,,SEA,W 23-10,16,207,12.94,2,5,5,39,7.80,0,,2,12,0.0,0,0
62,2009,3,2009-09-27,26-136,SFO,@,MIN,L 24-27,1,4,4.00,0,1,0,0,,0,,0,0,0.0,0,0
63,2009,6,2009-10-25,26-164,SFO,@,HOU,L 21-24,13,32,2.46,0,3,2,15,7.50,0,,0,0,0.0,0,0
64,2009,7,2009-11-01,26-171,SFO,@,IND,L 14-18,13,91,7.00,1,6,5,43,8.60,0,,1,6,0.0,0,0
65,2009,8,2009-11-08,26-178,SFO,,TEN,L 27-34,15,83,5.53,1,9,7,75,10.71,0,,1,6,0.0,0,0
66,2009,9,2009-11-12,26-182,SFO,,CHI,W 10-6,25,104,4.16,1,4,4,21,5.25,0,,1,6,0.0,0,0
67,2009,10,2009-11-22,26-192,SFO,@,GNB,L 24-30,7,59,8.43,0,6,3,9,3.00,1,,1,6,0.0,0,0
68,2009,11,2009-11-29,26-199,SFO,,JAX,W 20-3,16,33,2.06,0,10,7,14,2.00,1,,1,6,0.0,0,0
69,2009,12,2009-12-06,26-206,SFO,@,SEA,L 17-20,9,25,2.78,0,8,5,37,7.40,0,,0,0,0.0,0,0
70,2009,13,2009-12-14,26-214,SFO,,ARI,W 24-9,25,167,6.68,1,3,2,10,5.00,0,,1,6,0.0,0,0
71,2009,14,2009-12-20,26-220,SFO,@,PHI,L 13-27,16,107,6.69,0,5,3,19,6.33,0,,0,0,0.0,0,0
72,2009,15,2009-12-27,26-227,SFO,,DET,W 20-6,28,71,2.54,1,6,4,81,20.25,0,,1,6,0.0,0,0
73,2009,16,2010-01-03,26-234,SFO,@,STL,W 28-6,23,107,4.65,2,4,2,25,12.50,0,,2,12,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
74,2010,1,2010-09-12,27-121,SFO,@,SEA,L 6-31,17,38,2.24,0,7,6,45,7.50,0,,0,0,0.0,0,0
75,2010,2,2010-09-20,27-129,SFO,,NOR,L 22-25,20,112,5.60,1,9,7,56,8.00,1,,2,12,0.0,1,0
76,2010,3,2010-09-26,27-135,SFO,@,KAN,L 10-31,15,43,2.87,0,13,9,102,11.33,0,,0,0,0.0,0,0
77,2010,4,2010-10-03,27-142,SFO,@,ATL,L 14-16,21,77,3.67,0,8,7,60,8.57,0,,0,0,0.0,1,0
78,2010,5,2010-10-10,27-149,SFO,,PHI,L 24-27,18,52,2.89,0,8,4,21,5.25,1,,1,6,0.0,0,0
79,2010,6,2010-10-17,27-156,SFO,,OAK,W 17-9,25,149,5.96,0,5,0,0,,0,,0,0,0.0,0,0
80,2010,7,2010-10-24,27-163,SFO,@,CAR,L 20-23,19,102,5.37,0,8,4,57,14.25,0,,0,0,0.0,0,0
81,2010,8,2010-10-31,27-170,SFO,,DEN,W 24-16,29,118,4.07,1,1,1,7,7.00,0,,1,6,0.0,0,0
82,2010,9,2010-11-14,27-184,SFO,,STL,W 23-20,22,87,3.95,1,4,3,67,22.33,0,,1,6,0.0,0,0
83,2010,10,2010-11-21,27-191,SFO,,TAM,L 0-21,12,23,1.92,0,8,5,37,7.40,0,,0,0,0.0,0,0
84,2010,11,2010-11-29,27-199,SFO,@,ARI,W 27-6,5,52,10.40,0,1,0,0,,0,,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
85,2011,1,2011-09-11,28-120,SFO,,SEA,W 33-17,22,59,2.68,0,4,3,19,6.33,0,,0,0,0.0,0,0
86,2011,2,2011-09-18,28-127,SFO,,DAL,L 24-27,20,47,2.35,1,3,3,17,5.67,0,,1,6,0.0,0,0
87,2011,3,2011-09-25,28-134,SFO,@,CIN,W 13-8,17,42,2.47,0,2,0,0,,0,,0,0,0.0,0,0
88,2011,4,2011-10-02,28-141,SFO,@,PHI,W 24-23,15,127,8.47,1,2,2,12,6.00,0,,1,6,0.0,0,0
89,2011,5,2011-10-09,28-148,SFO,,TAM,W 48-3,20,125,6.25,1,2,2,18,9.00,0,,1,6,0.0,1,0
90,2011,6,2011-10-16,28-155,SFO,@,DET,W 25-19,15,141,9.40,1,5,2,5,2.50,0,,1,6,0.0,0,0
91,2011,7,2011-10-30,28-169,SFO,,CLE,W 20-10,31,134,4.32,1,0,0,0,,0,,1,6,0.0,0,0
92,2011,8,2011-11-06,28-176,SFO,@,WAS,W 19-11,19,107,5.63,0,3,1,7,7.00,0,,0,0,0.0,0,0
93,2011,9,2011-11-13,28-183,SFO,,NYG,W 27-20,6,0,0.00,0,1,1,8,8.00,0,,0,0,0.0,0,0
94,2011,10,2011-11-20,28-190,SFO,,ARI,W 23-7,24,88,3.67,0,2,1,6,6.00,0,,0,0,0.0,0,0
95,2011,11,2011-11-24,28-194,SFO,@,BAL,L 6-16,14,39,2.79,0,2,1,9,9.00,0,,0,0,0.0,0,0
96,2011,12,2011-12-04,28-204,SFO,,STL,W 26-0,21,73,3.48,0,0,0,0,,0,,0,0,0.0,0,0
97,2011,13,2011-12-11,28-211,SFO,@,ARI,L 19-21,10,72,7.20,1,1,0,0,,0,,1,6,0.0,0,0
98,2011,14,2011-12-19,28-219,SFO,,PIT,W 20-3,18,65,3.61,1,3,0,0,,0,,1,6,0.0,0,0
99,2011,15,2011-12-24,28-224,SFO,@,SEA,W 19-17,23,83,3.61,1,1,1,13,13.00,0,,1,6,0.0,0,0
100,2011,16,2012-01-01,28-232,SFO,@,STL,W 34-27,7,9,1.29,0,0,0,0,,0,,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
101,2012,1,2012-09-09,29-118,SFO,@,GNB,W 30-22,16,112,7.00,1,1,1,1,1.00,0,,1,6,0.0,0,0
102,2012,2,2012-09-16,29-125,SFO,,DET,W 27-19,17,89,5.24,1,4,2,16,8.00,0,,1,6,0.0,0,0
103,2012,3,2012-09-23,29-132,SFO,@,MIN,L 13-24,12,63,5.25,0,2,1,9,9.00,0,,0,0,0.0,0,0
104,2012,4,2012-09-30,29-139,SFO,@,NYJ,W 34-0,20,64,3.20,1,2,2,13,6.50,0,,1,6,0.0,0,0
105,2012,5,2012-10-07,29-146,SFO,,BUF,W 45-3,14,106,7.57,1,0,0,0,,0,,1,6,0.0,0,0
106,2012,6,2012-10-14,29-153,SFO,,NYG,L 3-26,8,36,4.50,0,4,4,20,5.00,0,,0,0,0.0,0,0
107,2012,7,2012-10-18,29-157,SFO,,SEA,W 13-6,16,131,8.19,0,6,5,51,10.20,0,,0,0,0.0,0,0
108,2012,8,2012-10-29,29-168,SFO,@,ARI,W 24-3,16,55,3.44,0,1,1,11,11.00,0,,0,0,0.0,0,0
109,2012,9,2012-11-11,29-181,SFO,,STL,T 24-24,21,97,4.62,1,4,3,18,6.00,0,,1,6,0.0,0,0
110,2012,10,2012-11-19,29-189,SFO,,CHI,W 32-7,17,78,4.59,0,0,0,0,,0,,0,0,0.0,0,0
111,2012,11,2012-11-25,29-195,SFO,@,NOR,W 31-21,19,83,4.37,0,3,2,18,9.00,1,,1,6,0.0,0,0
112,2012,12,2012-12-02,29-202,SFO,@,STL,L 13-16,23,58,2.52,1,1,0,0,,0,,1,6,0.0,0,0
113,2012,13,2012-12-09,29-209,SFO,,MIA,W 27-13,12,63,5.25,1,2,2,22,11.00,0,,1,6,0.0,0,0
114,2012,14,2012-12-16,29-216,SFO,@,NWE,W 41-34,21,83,3.95,0,2,2,34,17.00,0,,0,6,0.0,0,0
115,2012,15,2012-12-23,29-223,SFO,@,SEA,L 13-42,6,28,4.67,0,1,0,0,,0,,0,0,0.0,0,0
116,2012,16,2012-12-30,29-230,SFO,,ARI,W 27-13,20,68,3.40,1,3,3,21,7.00,0,,1,6,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
117,2013,1,2013-09-08,30-117,SFO,,GNB,W 34-28,21,44,2.10,1,2,2,21,10.50,0,,1,6,0.0,0,0
118,2013,2,2013-09-15,30-124,SFO,@,SEA,L 3-29,9,16,1.78,0,4,1,14,14.00,0,,0,0,0.0,0,0
119,2013,3,2013-09-22,30-131,SFO,,IND,L 7-27,11,82,7.45,0,4,2,21,10.50,0,,0,0,0.0,0,0
120,2013,4,2013-09-26,30-135,SFO,@,STL,W 35-11,20,153,7.65,1,2,0,0,,0,,1,6,0.0,0,0
121,2013,5,2013-10-06,30-145,SFO,,HOU,W 34-3,17,81,4.76,1,0,0,0,,0,,1,6,0.0,0,0
122,2013,6,2013-10-13,30-152,SFO,,ARI,W 32-20,25,101,4.04,0,0,0,0,,0,,0,0,0.0,0,0
123,2013,7,2013-10-20,30-159,SFO,@,TEN,W 31-17,24,70,2.92,2,3,2,34,17.00,0,,2,12,0.0,0,0
124,2013,8,2013-10-27,30-166,SFO,@,JAX,W 42-10,19,71,3.74,2,1,1,6,6.00,0,,2,12,0.0,0,0
125,2013,9,2013-11-10,30-180,SFO,,CAR,L 9-10,16,82,5.13,0,2,2,21,10.50,0,,0,0,0.0,0,0
126,2013,10,2013-11-17,30-187,SFO,@,NOR,L 20-23,13,48,3.69,0,3,2,8,4.00,0,,0,0,0.0,0,0
127,2013,11,2013-11-25,30-195,SFO,@,WAS,W 27-6,13,31,2.38,0,2,1,3,3.00,0,,0,0,0.0,0,0
128,2013,12,2013-12-01,30-201,SFO,,STL,W 23-13,15,42,2.80,1,2,2,7,3.50,0,,1,6,0.0,0,0
129,2013,13,2013-12-08,30-208,SFO,,SEA,W 19-17,17,110,6.47,0,1,0,0,,0,,0,0,0.0,0,0
130,2013,14,2013-12-15,30-215,SFO,@,TAM,W 33-14,22,86,3.91,0,0,0,0,,0,,0,0,0.0,0,0
131,2013,15,2013-12-23,30-223,SFO,,ATL,W 34-24,21,97,4.62,1,1,1,6,6.00,0,,1,6,0.0,0,0
132,2013,16,2013-12-29,30-229,SFO,@,ARI,W 23-20,13,14,1.08,0,0,0,0,,0,,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
133,2014,1,2014-09-07,31-116,SFO,@,DAL,W 28-17,16,66,4.13,0,0,0,0,,0,,0,0,0.0,0,0
134,2014,2,2014-09-14,31-123,SFO,,CHI,L 20-28,13,63,4.85,1,2,2,12,6.00,0,,1,6,0.0,0,0
135,2014,3,2014-09-21,31-130,SFO,@,ARI,L 14-23,6,10,1.67,0,0,0,0,,0,,0,0,0.0,0,0
136,2014,4,2014-09-28,31-137,SFO,,PHI,W 26-21,24,119,4.96,0,2,1,55,55.00,1,,1,6,0.0,0,0
137,2014,5,2014-10-05,31-144,SFO,,KAN,W 22-17,18,107,5.94,0,1,1,1,1.00,0,,0,0,0.0,0,0
138,2014,6,2014-10-13,31-152,SFO,@,STL,W 31-17,16,38,2.38,0,1,0,0,,0,,0,0,0.0,0,0
139,2014,7,2014-10-19,31-158,SFO,@,DEN,L 17-42,9,20,2.22,0,1,0,0,,0,,0,0,0.0,0,0
140,2014,8,2014-11-02,31-172,SFO,,STL,L 10-13,14,49,3.50,0,3,1,9,9.00,0,,0,0,0.0,0,0
141,2014,9,2014-11-09,31-179,SFO,@,NOR,W 27-24,23,81,3.52,1,1,1,2,2.00,0,,1,6,0.0,0,0
142,2014,10,2014-11-16,31-186,SFO,@,NYG,W 16-10,19,95,5.00,0,3,2,19,9.50,0,,0,0,0.0,0,0
143,2014,11,2014-11-23,31-193,SFO,,WAS,W 17-13,13,36,2.77,0,0,0,0,,0,,0,0,0.0,0,0
144,2014,12,2014-11-27,31-197,SFO,,SEA,L 3-19,10,28,2.80,0,2,1,8,8.00,0,,0,0,0.0,0,0
145,2014,13,2014-12-07,31-207,SFO,@,OAK,L 13-24,12,63,5.25,0,0,0,0,,0,,0,0,0.0,0,0
146,2014,14,2014-12-14,31-214,SFO,@,SEA,L 7-17,11,29,2.64,1,0,0,0,,0,,1,6,0.0,0,0
147,2014,15,2014-12-20,31-220,SFO,,SDG,L 35-38,26,158,6.08,1,0,0,0,,0,,1,6,0.0,0,0
148,2014,16,2014-12-28,31-228,SFO,,ARI,W 20-17,25,144,5.76,0,3,2,5,2.50,0,,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
149,2015,1,2015-09-13,32-122,IND,@,BUF,L 14-27,8,31,3.88,0,3,2,0,0.00,0,,0,0,0.0,0,0
150,2015,2,2015-09-21,32-130,IND,,NYJ,L 7-20,15,57,3.80,0,1,1,4,4.00,0,,0,0,0.0,0,0
151,2015,3,2015-09-27,32-136,IND,@,TEN,W 35-33,14,86,6.14,2,2,1,8,8.00,0,,2,12,0.0,0,0
152,2015,4,2015-10-04,32-143,IND,,JAX,W 16-13,17,53,3.12,0,7,5,34,6.80,0,,0,0,0.0,0,0
153,2015,5,2015-10-08,32-147,IND,@,HOU,W 27-20,22,98,4.45,1,0,0,0,,0,,1,6,0.0,0,0
154,2015,6,2015-10-18,32-157,IND,,NWE,L 27-34,13,78,6.00,0,3,2,16,8.00,0,,0,0,0.0,0,0
155,2015,7,2015-10-25,32-164,IND,,NOR,L 21-27,9,43,4.78,0,8,5,32,6.40,0,,0,0,0.0,0,0
,,,155 Games,,,,,80-74-1,2540,11519,4.54,67,527,358,2977,8.32,11,1,78,476,0.0,5,0
